furniture,type,url,rate,delivery,sale,price
Bean Togo Grand Canvas Bean Bag ,Bean GO,https://www.jumia.com.eg//ar/bean2go-grand-fabric-beanbag-by-bean2go-navy-blue-23513419.html,0,52.44,0%,1199.0
Cornerrest,Rango,https://www.jumia.com.eg//ar/rango-rest-corner-rango-23068456.html,0,172.14,17%,12000.0
Wall type sticky touch panel MHz wireless remote control modules transmitter support gang automation all products,eWeLink  CH T                                                             RF                                                             SONOFF RF    MHz,https://www.jumia.com.eg//ar/generic-ewelink-2ch-t433-86-type-luxury-wall-touch-panel-sticky-15152909.html,0,92.5,50%,500.0
American bed,Arikaty,https://www.jumia.com.eg//ar/arikaty-american-bed-beige-120-x-190-22735029.html,0,172.14,27%,4500.0
Doran bar chair beech wood and lacquer,Modern Home,https://www.jumia.com.eg//ar/beech-wood-bar-chair-generic-mpg773211.html,3.7,52.44,24%,550.0
OR Full Resin Drill 5D DIY Diamond Painting Vase PatternCross Stitch Mosaic Home multi-colour,OR Full Resin Drill  D DIY Diamond Painting Vase PatternCross Stitch Mosaic Home multi colour,https://www.jumia.com.eg//ar/generic-or-full-resin-drill-5d-diy-diamond-painting-vase-patterncross-stitch-mosaic-home-multi-colour-16398317.html,0,94.25,68%,353.0
Rango Bed Sofa - 120 *190 Cm -  Teal,Rango Bed Sofa            Cm    Teal,https://www.jumia.com.eg//ar/rango-bed-sofa-120-190-cm-teal-18129000.html,3,172.14,18%,4000.0
Modern Home T_101 - ترابيظة مودرن - 120 cm,Modern Home T                           cm,https://www.jumia.com.eg//ar/modern-home-t101-coffee-and-t.v-table-1205030-cm-1926525.html,3.9,172.14,50%,2000.0
Fixed ladder stool cm,Modern Home,https://www.jumia.com.eg//ar/generic-fixed-ladder-chair-size-50-45-40-cm-28222155.html,0,52.44,34%,1050.0
كرسي سلم قلاب  مقاس 55*40*40 سم,Modern Home,https://www.jumia.com.eg//ar/generic-reclining-ladder-chair-size-55-40-40-cm-28222156.html,0,52.44,33%,1050.0
Vintage Lion Head Ring Dresser Drawer Cabinet Door Pull Handle 5pcs,Vintage Lion Head Ring Dresser Drawer Cabinet Door Pull Handle  pcs,https://www.jumia.com.eg//ar/generic-vintage-lion-head-ring-dresser-drawer-cabinet-door-pull-handle-5pcs-32108255.html,0,96.08,46%,428.48
Medium coffee table ,Gad Woods,https://www.jumia.com.eg//ar/gad-woods-coffe-table-3-pcs-brown-27361625.html,0,172.14,0%,1800.0
Clear Coffee Filter Cup Cone Maker Brewer Holder Plastic,Clear Coffee Filter Cup Cone Maker Brewer Holder Plastic,https://www.jumia.com.eg//ar/generic-clear-coffee-filter-cup-cone-maker-brewer-holder-plastic-37620223.html,0,108.92,50%,305.28
Sedra Bentley Leather Buff - Dark Brown,Sedra Bentley Leather Buff   Dark Brown,https://www.jumia.com.eg//ar/sedra-bentley-leather-puff-dark-brown-509963.html,0,52.44,0%,455.0
Home Gallery Brown White TV Unit,Modern Home,https://www.jumia.com.eg//ar/generic-tv-unit-40x30x120-white-38827704.html,0,52.44,61%,3500.0
White TV table,Modern Home,https://www.jumia.com.eg//ar/generic-tv-modern-table-white-120-cm-33902730.html,0,172.14,27%,2750.0
Metal reception chair,Modern Home,https://www.jumia.com.eg//ar/generic-metal-reception-chair-26870825.html,0,52.44,13%,400.0
"12 Pieces Paracord Fids Accessories, Stainless Steel Lacing",Pieces Paracord Fids Accessories  Stainless Steel Lacing,https://www.jumia.com.eg//ar/generic-12-pieces-paracord-fids-accessories-stainless-steel-lacing-38097693.html,0,195.26,50%,772.0
Modern dining chair cm,Modern Home,https://www.jumia.com.eg//ar/generic-modern-dining-chair-505095-cm-30500101.html,0,52.44,0%,2200.0
"Mora medical mattress, ten years guarantee. The size is high",Modern Home,https://www.jumia.com.eg//ar/generic-medical-mattress-width-150-length-195-high-25-24394254.html,0,172.14,19%,4800.0
Home Gallery Sturdy Metal Office Table Gray ,Modern Home,https://www.jumia.com.eg//ar/generic-home-gallery-strong-gray-metal-office-desk-gray-140x60-27526524.html,0,52.44,17%,2124.0
Gaming chair _ movable hands,Modern Home,https://www.jumia.com.eg//ar/generic-gaming-chair-dex-moving-handblackwhite-38484448.html,0,52.44,0%,10500.0
Asiri puff with handmade cotton stuffing ,Modern Home,https://www.jumia.com.eg//ar/generic-asseri-cotton-buff-stuffed-handmade-modern-beig-30506748.html,0,52.44,0%,375.0
Gray cm bed,At Home,https://www.jumia.com.eg//ar/at-home-bed-160-cm-gray-26902961.html,4,172.14,0%,3500.0
Metal desk ,Artistico,https://www.jumia.com.eg//ar/artistico-metal-desk-120-cm-19200224.html,5,52.44,22%,3000.0
Corner bed ,Rango,https://www.jumia.com.eg//ar/rango-corner-sofa-bed-260190-cm-teal-18262018.html,3.4,172.14,8%,6000.0
Therapy Swing for Kids Hanging Hammock Swing Cuddle Indoor Outdoor Hammock for Children Sensory Integration Red,Therapy Swing for Kids Hanging Hammock Swing Cuddle Indoor Outdoor Hammock for Children Sensory Integration Red,https://www.jumia.com.eg//ar/generic-therapy-swing-for-kids-hanging-hammock-swing-cuddle-indoor-outdoor-hammock-for-children-sensory-integration-red-31295670.html,0,305.24,48%,1519.83
"Red black gaming chair, movable hands",Modern Home,https://www.jumia.com.eg//ar/generic-gaming-chair-moving-hand-blackred-27836152.html,0,52.44,12%,10500.0
Decorative cover for electrical outlets,Modern Home,https://www.jumia.com.eg//ar/generic-decorative-junction-box-cover-20885791.html,0,172.14,0%,185.0
"His desk, TV, cm, built in off",Marfy Touch,https://www.jumia.com.eg//ar/marfy-touch-modern-t.v-unit-15012030-cm-brownoff-white-16552560.html,4,52.44,16%,3700.0
Momentum side table with beech wood legs and PVC surface in a modern style,Modern Home,https://www.jumia.com.eg//ar/generic-momentum-modern-side-table-39251460.html,0,172.14,0%,424.0
Bed 180 cm beige,At Home,https://www.jumia.com.eg//ar/at-home-bed-180-cm-beige-30629280.html,0,172.14,0%,4000.0
Outdoor plastic chair,Modern Home,https://www.jumia.com.eg//ar/generic-outdoor-folding-chair-plastic-28072103.html,0,52.44,0%,444.0
Homztown Kids Beanbag Orange,Homztown Kids Beanbag Orange,https://www.jumia.com.eg//ar/homztown-kids-beanbag-orange-23551088.html,0,52.44,44%,750.0
Amana ,Mintra,https://www.jumia.com.eg//ar/mintra-amana-comfortable-folding-stool-blue-21414857.html,0,52.44,0%,359.0
Outdoor EDC Waterproof Sealed Storage Medicine Bottle for Hiking Camping - Pumpkin Orange,Outdoor EDC Waterproof Sealed Storage Medicine Bottle for Hiking Camping   Pumpkin Orange,https://www.jumia.com.eg//ar/generic-outdoor-edc-waterproof-sealed-storage-medicine-bottle-for-hiking-camping-pumpkin-orange-13049251.html,0,66.33,0%,150.0
Bed corner ,Arikaty,https://www.jumia.com.eg//ar/arikaty-corner-bed-teal-27302016.html,0,172.14,8%,5999.0
Desk + shelving unit,Minihomz,https://www.jumia.com.eg//ar/minihomz-home-desk-37664619.html,0,52.44,31%,1290.0
Corner bed ,In Home,https://www.jumia.com.eg//ar/in-home-sectional-sofa-190x260-cm-teal-23911535.html,3,172.14,0%,4599.0
role boot,Modern Home,https://www.jumia.com.eg//ar/generic-shoe-rack-with-plastic-cover-6-levels-multi-color-39251458.html,0,172.14,0%,330.0
Furniture movers heavy objects moving kit movers,Modern Home,https://www.jumia.com.eg//ar/furniture-transport-lifter-heavy-stuffs-moving-tool-set-mover-generic-mpg758254.html,3.6,52.44,48%,290.0
Sofa bed 120 190 cm,At Home,https://www.jumia.com.eg//ar/at-home-sofa-bed-120190-cm-30629273.html,0,172.14,0%,4000.0
High back director's chair,Modern Home,https://www.jumia.com.eg//ar/generic-mesh-high-back-chair-black-25216107.html,0,52.44,19%,5900.0
Medium office chair,General,https://www.jumia.com.eg//ar/general-medium-medical-office-chair-dream-desk-40433470.html,0,52.44,36%,1700.0
Fixed office chair,Modern Home,https://www.jumia.com.eg//ar/jent-fixed-armchair-22399602.html,5,52.44,12%,1240.0
", , ,",Folding Stool  Suitable for Outdoor Beach Camping  Hiking  Fishing,https://www.jumia.com.eg//ar/generic-folding-stool-suitable-for-outdoor-beach-camping-hiking-fishing-31253738.html,0,202.31,49%,1009.02
"A distinctive TV desk, size V",Marfy Touch,https://www.jumia.com.eg//ar/marfy-touch-modern-t.v-unit-200x180x40-cm-brown-16552569.html,3,52.44,28%,10500.0
Rango Romantic Chair - Blue ,Rango Romantic Chair   Blue,https://www.jumia.com.eg//ar/rango-romantic-chair-blue-20552797.html,0,172.14,12%,2500.0
OR L438 Delicate Embroidery Cross Stitch Kit Diamond Painting Home Decoration colorful,OR L    Delicate Embroidery Cross Stitch Kit Diamond Painting Home Decoration colorful,https://www.jumia.com.eg//ar/generic-or-l438-delicate-embroidery-cross-stitch-kit-diamond-painting-home-decoration-colorful-16400129.html,0,113.12,68%,506.0
General Home  Studying Desk - 90x75x40 -  White,General Home  Studying Desk     x  x      White,https://www.jumia.com.eg//ar/general-home-studying-desk-90x75x40-white-38484252.html,0,172.14,34%,1450.0
"El Helal and Golden Star Carmen Square Table, Size x cm, White Plastic",El Helal W El Negma,https://www.jumia.com.eg//ar/el-helal-w-el-negma-carmen-table-120-x-80-cm-white-22813785.html,0,172.14,0%,1200.0
Modern sofa bed ,Arikaty,https://www.jumia.com.eg//ar/arikaty-modern-sofa-bed-21011090-cm-22546863.html,0,172.14,10%,3999.0
Bean Togo Luxury Fabric Bean Bag Chair ,Bean GO,https://www.jumia.com.eg//ar/bean2go-luxury-fabric-beanbag-chair-by-bean2go-pink-23513431.html,0,52.44,11%,1799.0
Modern console,Modern Home,https://www.jumia.com.eg//ar/generic-modern-console-table-40150325.html,0,172.14,44%,3990.0
Homztown Mega Chair,Homztown Mega Chair,https://www.jumia.com.eg//ar/homztown-mega-chair-23551114.html,3,52.44,33%,2400.0
"Mora mattress, ten years guarantee, size is high",Modern Home,https://www.jumia.com.eg//ar/generic-mattress-width-100-length-195-high-30-24333664.html,5,172.14,34%,3899.0
"10 Inches Scale Divider,Proportional Scale Divider Drawing",Inches Scale Divider Proportional Scale Divider Drawing,https://www.jumia.com.eg//ar/generic-10-inches-scale-dividerproportional-scale-divider-drawing-30356683.html,0,97.58,50%,244.0
White ,Modern Home,https://www.jumia.com.eg//ar/generic-metal-bunk-bed-white-100cm-33845153.html,0,172.14,0%,9400.0
cm TV table,Modern Home,https://www.jumia.com.eg//ar/generic-tv-table-1203045-cm-38484432.html,0,52.44,70%,3000.0
Homztown Regular Beanbag Pink,Homztown Regular Beanbag Pink,https://www.jumia.com.eg//ar/homztown-regular-beanbag-pink-23551075.html,5,52.44,40%,850.0
Habitat (Cotton) ,Habitat,https://www.jumia.com.eg//ar/habitat-cotton-pocket-spring-mattress-120x195-height-23-cm-33193804.html,0,172.14,0%,3783.0
Practical laptop stand,Marfy Touch,https://www.jumia.com.eg//ar/marfy-touch-practical-lapdesk-brown-38752360.html,0,52.44,57%,1200.0
Primo sofa bed from beige ,Modern Home,https://www.jumia.com.eg//ar/big-brimo-sofa-bed-from-big-trquoise-22451642.html,0,172.14,22%,4999.0
Bedside table with storage shelf ,General,https://www.jumia.com.eg//ar/general-bedside-table-side-table-with-storage-white-404043-38827560.html,0,172.14,55%,1050.0
"Modern capton bed, cm wood",Modern Home,https://www.jumia.com.eg//ar/generic-stylish-modern-captain-bed-160195-cm-26248204.html,0,172.14,0%,6000.0
Home office for studying ,Modern Home,https://www.jumia.com.eg//ar/generic-home-studying-office-9040x75-black-37494574.html,0,172.14,55%,1850.0
Home Gallery Brown White TV Unit,Modern Home,https://www.jumia.com.eg//ar/generic-home-gallery-tv-unit-40x30x90-brownwhite-26929510.html,0,52.44,17%,2238.0
Corner bed ,Arikaty,https://www.jumia.com.eg//ar/arikaty-sectional-sofa-190x260-cm-brown-27302007.html,0,172.14,28%,5999.0
Modern cm TV desk,X   X,https://www.jumia.com.eg//ar/generic-modern-t.v-unit-120x-24x-43-cm-33902736.html,0,52.44,27%,2200.0
"Fantasia night mattress, Spanish design",Fantazzia,https://www.jumia.com.eg//ar/fantazzia-layla-sponge-mattress-spanish-design-39279110.html,0,172.14,0%,
"Periodic Table with Real Elements Inside,Real Elements",Periodic Table with Real Elements Inside Real Elements,https://www.jumia.com.eg//ar/generic-periodic-table-with-real-elements-insidereal-elements-38572797.html,0,215.44,50%,1106.0
Home Gallery Brown White TV Unit,Modern Home,https://www.jumia.com.eg//ar/generic-home-gallery-tv-unit-35x40x160-brownwhite-26929512.html,0,52.44,17%,5370.0
Wooden Foldable Chair - 35X85 Cm,Wooden Foldable Chair     X   Cm,https://www.jumia.com.eg//ar/generic-wooden-foldable-chair-35x85-cm-13459456.html,0,52.44,17%,450.0
Modern desk with side shelves ,General,https://www.jumia.com.eg//ar/general-office-with-side-shelves-white-90-cm-38835543.html,0,52.44,50%,1900.0
Arikaty New Primo Sofa Bed - 210 X 120 Cm,Arikaty New Primo Sofa Bed       X     Cm,https://www.jumia.com.eg//ar/arikaty-new-primo-sofa-bed-210-x-120-cm-22748513.html,0,172.14,28%,4999.0
Countertop Wood Table,Countertop Wood Table,https://www.jumia.com.eg//ar/generic-countertop-wood-table-27593676.html,0,52.44,1%,1000.0
مكتب قابل للطي على الحائط 90 × 50 سم أبيض,Modern Home,https://www.jumia.com.eg//ar/generic-wall-mounted-folding-desk-90-x-50-cm-white-26929429.html,4,52.44,17%,900.0
Captonian cm bed,In Home,https://www.jumia.com.eg//ar/bed-160-cm-capton-in-home-mpg871830.html,0,172.14,0%,3500.0
Sofa bed ,Rango,https://www.jumia.com.eg//ar/31-sofa-bed-dark-blue-buff-gift-rango-mpg707969.html,0,172.14,13%,4000.0
Bean Bag Chair Waterproof ,Penguin Group,https://www.jumia.com.eg//ar/penguin-group-chair-bean-bag-waterproof-95-80-black-22982638.html,3,52.44,12%,740.0
Bedside table with storage shelf ,General,https://www.jumia.com.eg//ar/general-bedside-table-side-table-with-storage-white-404043-38827527.html,0,172.14,57%,1050.0
Fishing Chair Portable Outdoor Folding Fishing Chair ,Fishing Chair Portable Outdoor Folding Fishing Chair,https://www.jumia.com.eg//ar/generic-fishing-chair-portable-outdoor-folding-fishing-chair-37756958.html,0,696.07,50%,
Portable Folding Chair Outdoor Folding Stool for Fishing Hiking Picnic BBQ Oxford Cloth Foldable Camping Beach Chair,Portable Folding Chair Outdoor Folding Stool for Fishing Hiking Picnic BBQ Oxford Cloth Foldable Camping Beach Chair,https://www.jumia.com.eg//ar/generic-portable-folding-chair-outdoor-folding-stool-for-fishing-hiking-picnic-bbq-oxford-cloth-foldable-camping-beach-chair-navy-blue-28016551.html,0,52.44,0%,650.0
Modern desk with side shelves ,General,https://www.jumia.com.eg//ar/general-office-with-side-shelves-white-90-cm-38835533.html,0,52.44,53%,1900.0
Water Proof Bean Bag Chair ,Penguin Group,https://www.jumia.com.eg//ar/penguin-group-chair-bean-bag-waterproof-95-80-phisphoric-22982643.html,0,52.44,12%,740.0
Penguin bean bag chair,Penguin Group,https://www.jumia.com.eg//ar/penguin-group-beanbag-chair-waterproof-brown-22982641.html,1,52.44,13%,746.0
General Home  Studying Desk - 90x75x40 -  White,General Home  Studying Desk     x  x      White,https://www.jumia.com.eg//ar/general-home-studying-desk-90x75x40-white-38484264.html,0,172.14,46%,1750.0
High quality TV unit,Artistico,https://www.jumia.com.eg//ar/artistico-high-quality-tv-unit-120-cm-22425156.html,0,172.14,33%,3000.0
Big Puff Puff Bean Bag,Ariika,https://www.jumia.com.eg//ar/ariika-big-buff-buff-standard-beanbag-23133369.html,0,52.44,15%,1650.0
"Modern Captonian bed, black wood color ",Modern Home,https://www.jumia.com.eg//ar/generic-stylish-modern-capton-bed-195120120-cm-33721205.html,0,172.14,0%,3500.0
"Modern capton bed, cm wood",Modern Home,https://www.jumia.com.eg//ar/generic-stylish-modern-captain-bed-160195-cm-29237144.html,0,172.14,24%,5500.0
Bed x ,Rango,https://www.jumia.com.eg//ar/rango-new-bed-120-x-190cm-brown-20888329.html,5,172.14,13%,4000.0
Primo Brown Sofa Bed ,Arikaty,https://www.jumia.com.eg//ar/arikaty-bed-sofa-primo-brown-120200-cm-27351243.html,5,172.14,10%,3999.0
Coffee Corner ,Modern Home,https://www.jumia.com.eg//ar/generic-for-mothers-day-ramdan-coffee-table-coffee-corner-37364902.html,0,172.14,25%,4440.0
Three Italian chairs reception,Modern Home,https://www.jumia.com.eg//ar/generic-three-italian-chairs-reception-28072129.html,0,52.44,19%,1240.0
Contemporary table ,Modern Home,https://www.jumia.com.eg//ar/modern-table-804530cm-black-generic-mpg735232.html,4.3,172.14,50%,1400.0
Beige classic corner bed ,Modern Home,https://www.jumia.com.eg//ar/big-classic-corner-bed-from-big-gray-22451660.html,0,172.14,20%,5500.0
Beige Super Sofa Bed ,Modern Home,https://www.jumia.com.eg//ar/big-super-sofa-bed-turquoise-22454270.html,0,172.14,17%,3500.0
"Bed mattress, spring attached, extra cm high",Family Bed,https://www.jumia.com.eg//ar/family-bed-extra-connected-spring-mattress-height-25-cm-30903127.html,0,172.14,0%,
A plastic disc for children from El Helal and Star,El Helal W El Negma,https://www.jumia.com.eg//ar/el-helal-w-el-negma-childrens-desk-table-for-childern-22994105.html,0,10.83,0%,650.0
Habitat (Dreams) ,Habitat,https://www.jumia.com.eg//ar/habitat-dreams-pocket-coil-mattress-height-32cm-30856186.html,0,172.14,0%,9569.0
Modern home office design,Modern Home,https://www.jumia.com.eg//ar/generic-modern-home-office-desk-9040-39699068.html,0,52.44,0%,860.0
Modern wooden bed ,Modern Home,https://www.jumia.com.eg//ar/generic-stylish-modern-capton-bed-195120120-cm-33721192.html,0,172.14,0%,3500.0
A set of metal pieces,Modern Home,https://www.jumia.com.eg//ar/generic-modern-stainless-steel-table-set-3-pcs-34853602.html,0,172.14,0%,2500.0
Wood bar chair ,Modern Home,https://www.jumia.com.eg//ar/generic-bar-wooden-chair-60-cm-28196325.html,0,52.44,17%,666.0
Plastic children's chair ,El Helal W El Negma,https://www.jumia.com.eg//ar/el-helal-w-el-negma-children-plastic-chair-light-blue-28222190.html,0,52.44,0%,240.0
Milano mattress with a bed ,Global,https://www.jumia.com.eg//ar/global-milano-bed-mattress-width-150-height-24-cm-29535487.html,0,172.14,0%,3660.0
cm desk without drawers,Artistico,https://www.jumia.com.eg//ar/artistico-office-desk-100cm-17952254.html,5,52.44,23%,2200.0
"Fantasia purple memory foam mattress, Spanish design",Fantazzia,https://www.jumia.com.eg//ar/fantazzia-purple-memory-foam-sponge-mattress-spanish-design-39534685.html,0,172.14,0%,
A set of folding round table cm + chairs,SunBoat Commerce,https://www.jumia.com.eg//ar/sunboat-commerce-80-cm-folding-round-table-with-4-folding-chairs-foldable-set-23550375.html,0,52.44,25%,14900.0
